1 	 0.8458
2 	 0.7346
3 	 0.8311
4 	 0.7886
5 	 0.7995
6 	 0.7874
7 	 0.7963
8 	 0.7814
9 	 0.7873
10 	 0.778
11 	 0.7801
12 	 0.7713
13 	 0.7668
14 	 0.7576
15 	 0.7579
16 	 0.7509
17 	 0.7503
18 	 0.7421
19 	 0.7411
20 	 0.7337
21 	 0.7318
22 	 0.7269
23 	 0.7237
24 	 0.7194
25 	 0.7171
26 	 0.7131
27 	 0.7095
28 	 0.7061
29 	 0.7037
